Data;Hora UTC;PRECIPITAO TOTAL. HORARIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO. HORARIA (mB);PRESSAO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSAO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (Kj/m2);TEMPERATURA DO AR - BULBO SECO. HORARIA (C);TEMPERATURA DO PONTO DE ORVALHO (C);TEMPERATURA MAXIMA NA HORA ANT. (AUT) (C);TEMPERATURA MINIMA NA HORA ANT. (AUT) (C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR. HORARIA (%);VENTO. DIREAO HORARIA (gr) ((gr));VENTO. RAJADA MAXIMA (m/s);VENTO. VELOCIDADE HORARIA (m/s);REGIAO;UF;ESTACAO;CODIGO (WMO);LATITUDE;LONGITUDE;ALTITUDE;DATA DE FUNDACAO
2020/03/30;2200 UTC;0;944.9;944.9;944.3;5.3;24.3;20.5;25.2;24.2;20.7;20.2;81.0;74.0;79.0;289.0;5.5;.9;SE;SP;SAO SIMAO;A770;-21.46111111;-47.57944443;620;03/07/19
2020/01/21;1500 UTC;0;989.8;990.5;989.8;3022.8;30.5;22.8;31.3;29.4;23.8;21.8;69.0;59.0;63.0;314.0;6.5;2.5;NE;MA;CAROLINA;A205;-7.337269;-47.459839;182.88;04/12/07
2021/09/11;1300 UTC;0;952.2;952.7;952.2;;25.4;16.3;25.4;22.5;19;15.2;79.0;56.0;57.0;115.0;11.1;6.6;NE;PB;AREIA;A310;-6.975451;-35.718128;573.45;16/11/04
2020/05/03;1000 UTC;0;1016.6;1016.6;1016.1;4.1;15.8;13.8;15.9;15.6;13.8;13.4;88.0;86.0;88.0;230.0;1.5;.6;S;SC;URUSSANGA;A814;-28.53249999;-49.31527777;40.56;29/05/08
2022/01/27;0900 UTC;0;1002.9;1002.9;1002.8;268.8;23;19;23.1;21.9;19.1;18.2;81.0;78.0;78.0;18.0;4.4;2.5;SE;ES;PRESIDENTE KENNEDY;A622;-21.10083333;-41.03944444;69.12;18/06/08
2020/06/24;2200 UTC;;833;833.6;832.8;0.0;-32.2;-36.9;-31.6;-32.4;-36.2;-37;64.0;63.0;63.0;194.0;16.5;14.5;SE;SP;CRIOSFERA;C891;-84;-79.49416666;1285;09/01/12
2020/09/05;0300 UTC;0;935.1;935.7;935.1;;16.5;15.4;16.7;15.8;15.6;14.9;95.0;93.0;93;125.0;3.5;1.8;NE;BA;ITIRUCU;A407;-13.527828;-40.119752;757.42;09/02/03
2021/08/20;2200 UTC;0;1012.9;1012.9;1012.2;;22.7;18.4;25.3;22.7;18.6;14.8;77.0;52.0;77.0;246.0;3.9;.7;SE;RJ;RIO DE JANEIRO-MARAMBAIA;A602;-23.05027777;-43.59555555;12;08/11/02
2022/08/01;1500 UTC;0;963.2;964.2;963.2;3028.8;32.5;10.2;33.3;31.1;11.2;9.9;29.0;24.0;25.0;108.0;8.1;3.5;NE;BA;SANTA RITA DE CASSIA;A415;-11.00277777;-44.52499999;450.01;28/05/07
2020/12/13;2000 UTC;0;928.3;928.4;928.2;1687.8;29.8;15.2;31.1;29.8;17.9;14.9;46.0;40.0;41;30.0;6;2.4;SE;MG;FLORESTAL;A535;-19.885398;-44.416883;753.5;27/06/08
2021/04/06;2100 UTC;0;958.3;958.3;958;272.6;23.2;15.6;26.9;23;16.3;14.6;63.0;50.0;63;79.0;3.2;1.6;SE;MG;TIMOTEO;A511;-19.57388888;-42.62249999;493.42;22/02/06
2020/04/30;1000 UTC;;;;;;;;;;;;;;;;;;NE;SE;ITABAIANA;A451;-10.67166666;-37.47138888;213;24/04/17
2021/08/11;2100 UTC;;919.1;919.1;918.9;474.2;26.5;7.5;29.2;26.5;7.5;6.7;30.0;24.0;30;240.0;8.1;3.7;CO;MT;ALTO TAQUARI;A934;-17.8411111;-53.28944444;862.42;29/01/08
2021/09/13;1700 UTC;0;954.3;955.7;954.3;2423.6;37.1;8.3;38.9;36.2;9.7;7.1;19.0;15.0;17.0;16.0;9.8;3.1;CO;GO;SAO SIMAO;A011;-18.969142;-50.633449;492.45;15/07/06
2020/05/20;0700 UTC;0;879.7;879.8;879.5;0;17.8;16.5;18.1;17.8;16.7;16.4;93.0;90.0;92.0;79.0;9.8;4.2;CO;GO;ALTO PARAISO DE GOIAS;A024;-14.13305554;-47.52333332;1264.7;04/06/07
2020/10/08;1100 UTC;;;;;;;;;;;;;;;;;;NE;CE;JAGUARIBE;A358;-5.90555555;-38.62777777;149.31;10/09/08
2022/07/26;1400 UTC;0;1004.5;1004.6;1004.5;2089.3;30.2;;30.3;27.3;;;;;;186.0;5.4;1.7;N;RO;PORTO VELHO;A925;-8.7936111;-63.84583333;86.7;11/07/07
2020/05/19;0200 UTC;;992.3;992.4;992.2;;16.6;14.4;17.2;16.4;14.7;14.1;87.0;84.0;87.0;;;;CO;MS;BELA VISTA;A757;-22.10166666;-56.54083333;206.09;09/08/11
2022/02/14;0300 UTC;0;954.3;954.4;954.3;0;25.5;20.6;26.9;25.5;21.1;20.6;75.0;70.0;74.0;333.0;0;0;CO;GO;SAO SIMAO;A011;-18.969142;-50.633449;492.45;15/07/06
2022/09/08;1200 UTC;0;946.2;946.2;945.5;1797.6;23.4;12.5;23.4;21;12.6;11.8;56.0;50.0;50.0;92.0;8.5;2.9;SE;MG;UNAI;A542;-16.55416666;-46.88194443;640.85;16/06/07
2020/05/20;1000 UTC;;964.7;964.7;964;143.9;21.4;18;21.4;20.1;18;17.6;86.0;80.0;81;97.0;0;0;NE;BA;BARREIRAS;A402;-12.12472221;-45.02694443;474.17;20/12/01
2020/12/27;0000 UTC;0;942;942;941.3;0;21.5;19.9;22.2;21.5;20;18.9;90.0;82.0;90.0;258.0;2.8;.8;SE;SP;SAO SIMAO;A770;-21.46111111;-47.57944443;620;03/07/19
2020/10/05;1800 UTC;;961;961.7;961;2099.5;35.5;11.1;36.4;34.4;12.8;10.7;26.0;22.0;23.0;94.0;8.7;3.4;N;TO;CAMPOS LINDOS;A043;-8.15472222;-46.63944444;426.56;29/10/12
2021/07/11;2300 UTC;0;940.7;940.7;940.1;;18.4;9.3;21.8;18.2;9.3;7.4;56.0;39.0;55.0;281.0;2.4;1.4;CO;GO;JATAI;A016;-17.923622;-51.717467;670.08;23/05/07
2022/05/08;0200 UTC;;;;;;;;;;;;;;;;;;N;PA;MEDICILANDIA;A209;-3.51083333;-52.96333333;251.68;17/02/08
2021/03/27;0200 UTC;;988;988.1;987.3;;23;18;24.6;22.8;18;17.6;74.0;67.0;74.0;;;;CO;MS;BELA VISTA;A757;-22.10166666;-56.54083333;206.09;09/08/11
2021/02/08;1600 UTC;0;968.8;969.4;968.8;3824.8;29.4;14.2;30.3;28.7;17;12;48.0;33.0;40.0;103.0;4.3;1.4;S;RS;SANTIAGO;A833;-29.191599;-54.885653;390.03;04/02/09
2022/11/08;0900 UTC;;;;;;;;;;;;;;;;;;NE;RN;CALCANHAR;A344;-5.16;-35.48749999;9.82;08/05/08
2020/11/20;1100 UTC;;;;;;;;;;;;;;;;;;NE;MA;CAXIAS;A237;-4.821352;-43.343659;84.85;13/07/08
2020/06/05;1600 UTC;0;999.2;1000.3;999.2;4376.3;33.1;19.3;33.2;31.4;21.2;18.9;53.0;44.0;44.0;111.0;8.3;3.4;NE;PI;CAMPO MAIOR;A376;-4.86416666;-42.14555555;125;23/11/18
2020/10/26;0300 UTC;;1000.8;1002;1000.8;;23.9;23.4;24.1;23.9;23.5;23.3;97.0;96.0;97.0;348.0;2.5;.1;NE;BA;UNA;A437;-15.28027777;-39.09138888;74.08;25/06/08
2020/08/26;1900 UTC;0;992.1;993.3;992.1;2785.4;34.6;14.7;34.9;34.2;15.9;13.6;33.0;28.0;30.0;241.0;3.8;1.6;N;AC;FEIJO;A138;-8.142654;-70.343594;157.17;24/09/09
2021/10/24;1700 UTC;0;984.8;986.4;984.8;3665;34;19.3;34.3;32.7;20.8;19.3;48.0;42.0;42.0;357.0;5.4;2;N;TO;FORMOSO DO ARAGUAIA;A039;-11.88749999;-49.60833333;215.2;27/04/08
2020/12/16;0100 UTC;0;984.2;984.2;983.7;;24.8;20.7;26;24.8;20.8;20.4;78.0;71.0;78.0;123.0;10;4;NE;BA;ITABERABA;A408;-12.52416666;-40.29972221;250.11;29/01/03
2022/08/01;0600 UTC;0;;;;0;20;17.3;20.1;19.8;17.3;16.8;85.0;82.0;85.0;49.0;7.5;4.5;SE;RJ;ARRAIAL DO CABO;A606;-22.97527777;-42.02138888;5;22/09/06
2022/09/29;0700 UTC;1.2;950.4;950.4;950;;;;;;;;96.0;93.0;96.0;300.0;6.7;3.5;CO;MT;SAPEZAL;A911;-13.30388888;-58.76333333;105;20/10/17
2020/04/30;2000 UTC;5.4;1007.1;1007.2;1006.7;624.9;25.4;24.1;30.7;25.3;25.4;23.5;93.0;72.0;93.0;99.0;6.1;0;N;AM;MAUES;A122;-3.39888888;-57.67388888;25.49;22/04/08
2022/08/25;0700 UTC;0;1017.7;1018.2;1017.7;;13.4;11.7;13.5;12.7;11.7;10.9;89.0;89.0;89.0;89.0;2.3;1.4;S;RS;RIO GRANDE;A802;-32.07888888;-52.16777777;4.92;16/11/01
2022/07/06;0700 UTC;0;973.3;973.4;973.2;;19.7;15.9;20;19.7;15.9;15.5;79.0;75.0;79.0;141.0;8.6;4.2;NE;PE;PETROLINA;A307;-9.38833333;-40.52333332;372.72;21/02/03
2021/05/10;0000 UTC;0;933.2;933.3;933.1;;17.6;13.1;17.8;17.5;13.3;13;75.0;74.0;75.0;103.0;0;0;SE;SP;SAO PAULO - MIRANTE;A701;-23.496294;-46.620088;785.64;25/07/06
2022/12/01;1100 UTC;;990.2;990.2;989.6;185.8;23.8;22.2;23.8;23;22.2;21.4;91.0;91.0;91.0;82.0;1.6;0;NE;MA;COLINAS;A222;-6.03305554;-44.23333333;175.37;03/06/08
2022/11/16;0300 UTC;0;964.7;964.9;964.7;;18.1;7.9;19;17.3;8.6;7.9;55.0;49.0;51.0;17.0;1.5;.4;S;RS;IBIRUBA;A883;-28.65333333;-53.11194444;455.27;13/12/12
2022/01/14;1800 UTC;;;;;;;;;;;;;;;;;;SE;MG;JOAO PINHEIRO;A553;-17.78444444;-46.11944443;877.05;07/07/07
2022/01/09;1000 UTC;;;;;;;;;;;;;;;;;;CO;MT;ITIQUIRA;A933;-17.17499999;-54.50166666;593.12;14/08/08
2022/07/19;0800 UTC;2.8;932.1;933.4;932;;13.4;12.8;13.6;13.1;13;12.5;96.0;96.0;96.0;27.0;4.8;3.1;S;RS;ERECHIM;A828;-27.65777777;-52.30583333;777.08;25/11/06
2021/12/02;1800 UTC;;;;;;;;;;;;;;;;;;N;PA;OBIDOS;A232;-1.88083332;-55.51972221;89.64;05/07/12
2022/10/21;0900 UTC;.2;951.1;951.1;950.4;.2;21.2;20;21.4;21.1;20.1;19.7;93.0;91.0;93.0;64.0;4.2;0;CO;MT;GUIRATINGA;A932;-16.34166666;-53.76611111;525.43;24/01/08
2020/05/03;0200 UTC;0;959.8;960;959.8;;19.4;17.8;20.4;19.3;18.1;17.3;90.0;86.0;90.0;341.0;3.1;0;SE;MG;SALINAS;A552;-16.16027777;-42.31027777;487.14;14/09/07
2022/12/02;2300 UTC;0;956.3;956.3;955.3;;23.8;23.8;23.9;23.4;23.9;23.4;100.0;100.0;100.0;299.0;1.3;.7;SE;MG;JANUARIA;A559;-15.448089;-44.366313;468;23/06/16
2022/02/19;1300 UTC;0;1007.9;1007.9;1007.8;877.8;26.2;20.1;26.9;24.8;22;20.1;80.0;69.0;69.0;339.0;2.5;1.1;SE;SP;REGISTRO;A766;-24.53305554;-47.86416666;35;09/02/17
2021/02/02;2100 UTC;;;;;;;;;;;;;;;;;;SE;MG;SAO SEBASTIAO DO PARAISO;A561;-20.91;-47.11416666;845;17/08/15
2021/10/23;0200 UTC;;;;;;;;;;;;;;;;;;NE;BA;PILAO ARCADO;A449;-10.01833332;-42.50027777;385;28/05/16
2020/01/19;0500 UTC;0;1016.2;1016.8;1016.2;;24.7;19.3;24.7;24.2;19.5;18.9;74.0;72.0;72.0;241.0;5.8;2.8;SE;SP;SAO SEBASTIAO;A767;-23.81083333;-45.4025;24;25/10/17
2021/03/25;1700 UTC;0;932.5;933.4;932.5;2286.1;30.7;16.2;31.5;29.1;17.5;16;47.0;40.0;42.0;;;;SE;MG;SETE LAGOAS;A569;-19.45527777;-44.17333332;719;10/06/16
2022/09/12;0400 UTC;0;903.1;903.5;903.1;;24.8;1.6;26;24.8;1.6;1.3;22.0;20.0;22;62.0;5.8;2.9;CO;GO;LUZIANIA;A012;-16.26055555;-47.96694443;1000.82;21/10/06
2021/09/21;0400 UTC;;;;;;;;;;;;;;;;;;N;AM;EIRUNEPE;A109;-6.65027777;-69.8686111;121.54;31/08/12
2021/11/28;0700 UTC;0;984.4;984.5;984.3;;18.9;18.4;19.2;18.7;18.6;18.2;97.0;97.0;97.0;;;;SE;MG;GOVERNADOR VALADARES;A532;-18.830354;-41.977007;198.24;27/05/07
2022/10/14;1800 UTC;0;964.6;965.2;964.6;2561.4;37.5;13.3;37.8;36.5;14.7;13.3;26.0;24.0;24.0;140.0;6.4;1.7;NE;BA;BARRA;A429;-11.08472221;-43.13888888;407.5;12/05/08
2020/01/02;1100 UTC;0;992.2;992.2;991.3;120.8;22.4;21;22.7;22.3;21.2;20.9;92.0;91.0;92.0;93.0;4.1;2.3;NE;MA;ESTREITO;A224;-6.65333333;-47.41833332;182.96;27/02/08
2020/10/28;1400 UTC;0;948;948.3;948;3116.4;29.6;18.7;29.6;28;19.3;18;58.0;50.0;52.0;4.0;6.2;2.8;CO;MS;CAMPO GRANDE;A702;-20.447195;-54.722615;528.47;10/09/01
2020/01/26;0300 UTC;;964.6;964.7;964.6;;22.3;16.8;22.3;22;17.9;16.8;77.0;71.0;71.0;187.0;0;0;CO;MS;SETE QUEDAS;A751;-23.96694443;-55.02416666;398.4;03/06/08
2021/12/11;0600 UTC;;;;;;;;;;;;;;;;;;NE;CE;QUIXERAMOBIM;A325;-5.17444443;-39.28944444;221.04;09/07/07
2022/11/10;0200 UTC;0;1008.6;1008.6;1007.8;0;26.7;23.9;27.5;26.7;24.3;23.9;85.0;82.0;85.0;225.0;0;0;N;PA;ITAITUBA;A231;-4.27694443;-55.99305555;24.46;17/02/08
2021/06/07;0600 UTC;0;957.9;958.1;957.9;;16;14.7;16.4;16;15.1;14.6;92.0;91.0;92.0;213.0;1.1;.7;SE;ES;AFONSO CLAUDIO;A657;-20.10416666;-41.10694444;507.48;24/09/11
2022/11/19;1400 UTC;0;956.7;957.5;956.7;3637.1;25.2;14.7;25.5;23.3;15.6;13.4;57.0;49.0;52.0;213.0;7.9;4.2;S;PR;JOAQUIM TAVORA;A821;-23.505266;-49.946387;512.67;23/11/06
2022/05/13;1000 UTC;0;945.4;945.4;944.5;5.9;14.4;13.9;14.4;14.3;14;13.9;97.0;97.0;97.0;116.0;4.9;1.4;SE;SP;BAURU;A705;-22.358052;-49.028877;636.17;30/08/01
2020/08/07;1900 UTC;0;932.1;932.5;932.1;;26.3;6.5;27.1;26.3;8;6.4;31.0;28.0;28.0;;;;SE;MG;UBERABA;A568;-19.71;-47.96194444;778;19/05/17
2020/06/27;2300 UTC;0;969.7;969.7;969.4;;24.6;16.2;26.5;24.6;16.4;16;60.0;53.0;60.0;236.0;.7;0;CO;MT;JUINA;A920;-11.375126;-58.774785;365.39;24/11/06
2022/10/06;1200 UTC;0;995.6;995.7;995.1;558;27;20.6;27.1;26.2;20.7;20.4;71.0;68.0;68.0;52.0;6.5;2.9;NE;MA;BARRA DO CORDA;A221;-5.50666666;-45.23694444;154.19;06/03/08
2021/01/30;2100 UTC;;;;;;;;;;;;;;;;;;N;AP;OIAPOQUE;A242;3.81361111;-51.8625;15.14;11/09/08
2022/11/07;0500 UTC;0;949.4;950;949.4;;18.7;12.3;19.3;18.7;12.5;12.3;67.0;64.0;67;146.0;4.6;2;SE;MG;CAMPINA VERDE;A519;-19.53921;-49.518133;559.07;15/07/06
2020/05/30;0800 UTC;;;;;;;;;;;;;;;;;;CO;GO;SAO MIGUEL DO ARAGUAIA;A031;-12.82055554;-50.33583333;210;29/06/17
2022/08/05;0600 UTC;0;986.7;986.9;986.7;;21.8;20.3;22.1;21.8;20.4;20.2;91.0;90.0;91.0;135.0;0;0;NE;PB;SAO GONCALO;A333;-6.835777;-38.311583;237.04;06/11/07
2021/01/27;0400 UTC;0;981.7;982.4;981.7;;21.9;19.2;22.3;21.9;19.3;19.1;85.0;83.0;85.0;;;;NE;SE;NOSSA SENHORA DA GLORIA;A453;-10.20777777;-37.43194443;271;24/03/17
2020/11/04;1100 UTC;;;;;;;;;;;;;;;;;;NE;PI;PAULISTANA;A330;-8.132288;-41.142945;376;31/08/07
2021/04/28;2200 UTC;;;;;;;;;;;;;;;;;;CO;MT;SINOP;A917;-11.98222221;-55.56611111;366.57;29/10/06
2021/12/31;1700 UTC;0;939;940.2;939;2697.7;27.2;20;27.9;25.9;21.1;19.2;71.0;63.0;65.0;344.0;6.7;3.4;CO;GO;IPORA;A028;-16.42305554;-51.14888888;610.41;24/06/13
2021/09/20;2200 UTC;0;880.3;880.3;879.8;5.2;23.9;14.2;26.6;23.9;14.3;12.9;55.0;43.0;55.0;360.0;3.1;.9;S;PR;INACIO MARTINS;A823;-25.567879;-51.077946;1208.85;16/10/06
2020/10/06;1300 UTC;0;995.2;995.5;995.2;2564.9;30.7;20.3;31.3;28.6;20.8;19.4;61.0;52.0;54.0;7.0;5.5;2.4;NE;MA;BARRA DO CORDA;A221;-5.50666666;-45.23694444;154.19;06/03/08
2021/10/24;1200 UTC;1;969.4;969.8;968.9;204.6;18.9;17.2;18.9;18.3;17.3;16.6;90.0;90.0;90.0;46.0;5.7;2.2;SE;SP;VALPARAISO;A734;-21.31916666;-50.93027777;381.9;30/08/07
2022/07/21;1600 UTC;0;932.7;933.6;932.7;2331.8;23.9;10.8;25.9;23.9;11.8;10.4;45.0;40.0;44.0;90.0;6.3;1.3;SE;MG;FLORESTAL;A535;-19.88527777;-44.41694443;753.5;27/06/08
2020/02/19;1900 UTC;0;944.3;944.3;944.1;1009.9;28.7;17.7;30.6;28.6;18.1;17.3;52.0;46.0;51.0;104.0;10;5.7;NE;PB;AREIA;A310;-6.975451;-35.718128;573.45;16/11/04
2020/06/09;1900 UTC;0;1009.6;1009.6;1009.2;132.9;22.3;18.8;22.9;22.3;18.9;18.5;81.0;77.0;81.0;302.0;1.8;.4;S;SC;ITAJAI;A868;-26.950924;-48.762031;9.76;24/06/10
2020/06/28;2300 UTC;;;;;;;;;;;;;;;;;;CO;MS;CAMAPUA;S707;-19.587528;-54.030083;540;19/02/18
2021/02/04;0000 UTC;;;;;;;;;;;;;;;;;;NE;MA;BALSAS;A204;-7.45555555;-46.02749999;271.03;26/10/07
2021/07/02;0500 UTC;0;942.7;943;942.7;;13.9;5.8;14.4;13.9;6.2;5.7;58.0;56.0;58;262.0;1.2;0;CO;GO;PARAUNA;A027;-16.962536;-50.42545;678.74;29/03/08
2022/01/21;0800 UTC;;;;;;;;;;;;;;;;;;NE;PI;CARACOL;A337;-9.28583333;-43.32444443;515.3;10/11/07
2020/01/23;1500 UTC;0;1008.9;1009.3;1008.8;;26;;26.2;25.8;;;;;;17.0;11.4;9.6;NE;BA;ABROLHOS;A422;-17.963016;-38.703288;20.93;21/07/08
2020/02/08;1100 UTC;;964.5;964.5;964;330.7;24.6;21.6;24.6;22.4;21.6;20.7;90.0;83.0;84.0;70.0;5;0;CO;MS;SETE QUEDAS;A751;-23.96694443;-55.02416666;398.4;03/06/08
2020/08/11;1600 UTC;0;980.5;981.9;980.5;2938.5;32.5;10.5;32.8;30.8;10.9;9.8;29.0;25.0;26.0;156.0;6.1;.1;N;TO;PARANA;A010;-12.615;-47.87194443;284.96;04/03/05
2020/11/29;0300 UTC;;;;;;;;;;;;;;;;;;N;AM;ITACOATIARA;A121;-3.13333333;-58.48277777;41.54;17/04/08
2022/09/25;1100 UTC;0;;;;788.1;22.1;11.6;22.1;16.2;13;11.5;81.0;51.0;51.0;134.0;0;0;CO;MS;PARANAIBA;A710;-19.69555555;-51.18166666;408.06;10/11/06
2020/09/18;1000 UTC;0;981;981;980.7;190.6;20.6;15.9;20.6;18.6;16.4;15.4;83.0;74.0;75.0;23.0;1.3;.5;SE;MG;MURIAE;A517;-21.104867;-42.375904;282.79;30/08/06
2021/05/15;0300 UTC;;;;;;;;;;;;;;;;;;S;PR;NOVA TEBAS;A822;-24.43722221;-51.96305555;656.24;21/12/06
2020/08/25;1600 UTC;;;;;;;;;;;;;;;;;;CO;MT;COTRIGUACU;A919;-9.906296;-58.572235;265;28/05/07
2020/08/28;1700 UTC;;;;;;;;;;;;;;;;;;CO;GO;IPORA;A028;-16.42305554;-51.14888888;610.41;24/06/13
2021/08/19;0200 UTC;0;917;917.1;916.9;;24.4;9.7;24.4;23.8;10.1;9.5;42.0;39.0;39.0;25.0;8.4;3.9;S;SC;XANXERE;A858;-26.938666;-52.39809;878.74;15/03/08
2021/01/10;1500 UTC;;;;;;;;;;;;;;;;;;SE;SP;OURINHOS;A716;-22.94888888;-49.89444444;443.49;29/08/06
2020/01/25;0200 UTC;0;998.5;998.6;998.2;;25.1;23.7;25.4;25.1;24.1;23.6;92.0;92.0;92.0;276.0;.8;.4;N;PA;MARABA;A240;-5.366447;-49.051166;116.58;25/06/09
2022/06/05;0200 UTC;;;;;;;;;;;;;;;;;;NE;MA;BARRA DO CORDA;A221;-5.50666666;-45.23694444;154.19;06/03/08
2021/10/05;0100 UTC;;967.9;968;967.6;;21.9;19.8;22.2;21.9;20;19.8;88.0;87.0;88.0;175.0;3.1;1.3;SE;SP;RANCHARIA;A718;-22.37277777;-50.97472221;398.75;01/09/06
2021/02/26;0300 UTC;;;;;;;;;;;;;;;;;;CO;MT;SINOP;A917;-11.98222221;-55.56611111;366.57;29/10/06
2020/09/14;1400 UTC;;;;;;;;;;;;;;;;;;NE;MA;BALSAS;A204;-7.455609;-46.027546;271.03;26/10/07
2021/02/12;1200 UTC;0;926.7;926.7;926.5;601.6;20.1;16.7;20.2;19.3;17.1;16.4;84.0;81.0;81.0;66.0;2.9;.9;SE;SP;SAO PAULO - MIRANTE;A701;-23.496294;-46.620088;785.64;25/07/06
2021/10/26;0500 UTC;0;938.5;938.9;938.5;;18.3;17.4;18.3;17.9;17.4;17;95.0;94.0;95.0;18.0;.9;0;SE;MG;VICOSA;A510;-20.762607;-42.864013;697.64;15/09/05
2022/04/11;0000 UTC;0;955.6;955.6;954.7;0;;;;;;;;;;173.0;2.1;0;CO;MT;PARANATINGA;A915;-14.42138888;-54.0361111;476.91;19/12/06
2021/08/20;0300 UTC;0;926.9;927;926.9;;14.3;9.5;14.7;12.6;10.3;9.5;83.0;73.0;73.0;233.0;2.4;1;SE;MG;MANHUACU;A556;-20.26333333;-42.18277777;819.47;25/09/10
2021/12/30;1500 UTC;0;962.2;963.1;962.2;3696.1;31;16.9;31.1;29;18.3;16.4;50.0;43.0;43.0;284.0;4.5;1.6;NE;PE;IBIMIRIM;A349;-8.50944444;-37.71166666;434.23;14/10/08
2021/04/18;1700 UTC;;;;;;;;;;;;;;;;;;N;TO;ALMAS;A053;-11.28416666;-47.21222222;503;01/04/16
2022/01/15;1700 UTC;;992.5;995.4;992.5;1943.3;31.1;22.2;32;29.7;22.7;21.5;64.0;57.0;59.0;178.0;;;N;PA;SANTANA DO ARAGUAIA;A233;-9.3386111;-50.35027777;176.75;30/05/08
2022/04/08;1000 UTC;0;972;972;971.5;789.2;24.1;23.5;24.1;21.6;;;;;96.0;123.0;5.2;2.8;NE;BA;EUCLIDES DA CUNHA;A442;-10.537233;-38.996605;431.96;31/03/08
2020/02/06;0100 UTC;0;917.2;917.2;916.6;0;20.7;18.9;21.3;20.7;19.2;18.8;90.0;87.0;89.0;30.0;3;1.3;CO;MT;ALTO TAQUARI;A934;-17.8411111;-53.28944444;862.42;29/01/08
2021/08/13;1400 UTC;;;;;;;;;;;;;;;;;;CO;MT;APIACAS;A910;-9.56333333;-57.3936111;217.75;24/10/06
2022/10/12;0200 UTC;0;944;944;943.7;;24.6;7.5;26.5;24.6;7.6;6.3;34.0;29.0;34.0;101.0;3.5;.6;SE;MG;MONTES CLAROS;A506;-16.68638888;-43.84388888;645.87;19/12/02
2022/02/12;2000 UTC;;;;;;;;;;;;;;;;;;SE;MG;ESPINOSA;A543;-14.91222222;-42.80861111;565.36;14/11/07
2022/10/10;1200 UTC;0;911.9;911.9;911.6;616.7;19.1;18.3;19.3;18.3;18.9;17.3;98.0;94.0;95.0;126.0;3.5;.4;SE;MG;MACHADO;A567;-21.680722;-45.944389;969;21/07/17
2020/08/10;0900 UTC;0;910;910;909.6;;14.4;8.3;14.4;13.9;8.7;8.3;70.0;67.0;67.0;359.0;6.5;4;S;SC;CAMPOS NOVOS;A898;-27.3886111;-51.21583333;963;15/02/19
2022/09/22;1900 UTC;0;914.6;915.4;914.5;1722.3;25.8;17.3;26.9;25.8;18.3;16.8;60.0;56.0;59.0;314.0;9.1;5.2;SE;MG;GUANHAES;A533;-18.78694444;-42.94305555;852.68;02/06/07
2021/11/20;0100 UTC;.2;943.1;943.1;942.6;;22.2;22.2;22.4;22.2;22.4;22.2;100.0;100.0;100.0;265.0;2.3;.6;SE;SP;BEBEDOURO;A764;-20.94916666;-48.48999999;790;27/10/16
2022/09/21;1000 UTC;0;979.8;979.8;979.2;90.9;21.3;18.3;21.3;20.6;18.3;17.9;86.0;82.0;83.0;222.0;1.5;.1;SE;RJ;CARMO;A629;-21.938745;-42.600936;293;11/10/18
2020/06/08;1800 UTC;0;986.2;987.2;986.2;;24.9;18.8;25.2;24.2;19.2;18.1;70.0;67.0;69.0;166.0;6.8;3.9;S;PR;FOZ DO IGUACU;A846;-25.60194444;-54.48305554;235.09;15/02/08
2020/03/25;1100 UTC;.2;904.4;904.4;904.1;318;20.4;18.2;20.4;19.2;18.3;17.5;91.0;87.0;87.0;83.0;2.9;1.7;CO;DF;GAMA (PONTE ALTA);A046;-15.93527777;-48.13749999;990;01/10/14
2020/03/26;1600 UTC;0;926.4;927.4;926.4;2672.1;25.4;15.5;27.7;24.8;16.9;14.5;57.0;46.0;54.0;;;;SE;MG;PASSOS;A516;-20.745237;-46.633916;781.7;16/07/06
2022/09/08;1500 UTC;;;;;;;;;;;;;;;;;;CO;MT;JUINA;A920;-11.37499999;-58.77472221;365.39;24/11/06
2020/02/22;1300 UTC;0;1020.9;1020.9;1020.3;1925.3;19.4;13.8;19.6;18.6;14.5;13.2;74.0;69.0;70;182.0;13.8;10.6;S;RS;Santa Vitoria do Palmar - Barra do Chui;A899;-33.742297;-53.372218;7.41;08/03/08
2022/08/02;0100 UTC;0;949.6;949.6;949.5;;17.5;15.5;18.9;17.5;16.4;15.3;89.0;84.0;88.0;101.0;1.2;.1;CO;MT;COMODORO;A913;-13.70805555;-59.7625;576.87;28/11/06
2020/10/06;1800 UTC;0;982;982.8;982;2289.3;31.7;15.9;32.1;30.8;16.1;14.8;39.0;36.0;39.0;55.0;8.4;2.5;NE;BA;ITAPETINGA;A446;-15.24462;-40.22955;271.48;25/06/09
2020/05/04;1400 UTC;;;;;;;;;;;;;;;;;;SE;ES;ALEGRE;A617;-20.75055555;-41.48888888;138;25/10/06
