Data;Hora UTC;PRECIPITAO TOTAL. HORARIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO. HORARIA (mB);PRESSAO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSAO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (Kj/m2);TEMPERATURA DO AR - BULBO SECO. HORARIA (C);TEMPERATURA DO PONTO DE ORVALHO (C);TEMPERATURA MAXIMA NA HORA ANT. (AUT) (C);TEMPERATURA MINIMA NA HORA ANT. (AUT) (C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR. HORARIA (%);VENTO. DIREAO HORARIA (gr) ((gr));VENTO. RAJADA MAXIMA (m/s);VENTO. VELOCIDADE HORARIA (m/s);REGIAO;UF;ESTACAO;CODIGO (WMO);LATITUDE;LONGITUDE;ALTITUDE;DATA DE FUNDACAO
2020/12/31;0800 UTC;0;910.3;910.3;909.9;;18.3;15.1;19.2;18.2;15.6;14.8;82.0;78.0;82.0;92.0;1.2;.1;SE;MG;TRES MARIAS;A528;-18.200855;-45.459836;931.01;25/08/06
2021/04/08;1500 UTC;;;;;;;;;;;;;;;;;;N;RO;PORTO VELHO;A925;-8.7936111;-63.84583333;86.7;11/07/07
2021/02/14;0400 UTC;0;1008.3;1008.8;1008.3;;23.7;21;23.8;23.4;21.2;21;87.0;85.0;85.0;9.0;5.6;3.6;SE;ES;VILA VELHA;A634;-20.46694443;-40.40388888;25;15/02/17
2021/01/04;1400 UTC;;;;;;;;;;;;;;;;;;N;PA;SALINOPOLIS;A215;-.61888888;-47.35666666;23.18;14/06/08
2022/05/22;0700 UTC;0;916.5;916.5;916.3;;11.6;10.8;11.8;11.6;11.1;10.7;96.0;94.0;95.0;68.0;4.8;3;SE;MG;JUIZ DE FORA;A518;-21.769965;-43.364329;936.88;26/05/07
2022/08/22;0500 UTC;.2;993;993.5;993;;18.3;;18.3;18;;;;;;197.0;0;0;NE;BA;CRUZ DAS ALMAS;A406;-12.67555554;-39.08944444;219.76;19/01/03
2021/01/25;1900 UTC;;;;;;;;;;;;;;;;;;N;RO;PORTO VELHO;A925;-8.7936111;-63.84583333;86.7;11/07/07
2022/10/27;0200 UTC;0;986.5;986.6;985.9;;24.1;24;24.7;24;24.5;23.9;99.0;99.0;99.0;173.0;1.2;.6;N;AC;PARQUE ESTADUAL CHANDLESS;A102;-9.35833333;-69.92638888;184.51;05/08/08
2020/03/16;1000 UTC;;;;;;;;;;;;;;;;;;SE;MG;ITUIUTABA;A512;-18.95277777;-49.52499999;540.08;12/05/06
2020/01/16;2000 UTC;0;936.8;937.1;936.6;1169.3;29.1;20.1;32.8;28.9;21.2;19.3;58.0;47.0;58;38.0;9.2;4.8;SE;MG;CURVELO;A538;-18.747711;-44.453785;669.48;18/12/06
2020/10/24;1900 UTC;2.2;945;945.4;945;52.5;24.6;22;32.4;24.6;22;18.5;85.0;44.0;85.0;15.0;8;1.1;CO;MT;COMODORO;A913;-13.70805555;-59.7625;576.87;28/11/06
2022/04/21;0500 UTC;;;;;;;;;;;;;;;;;;NE;RN;SANTA CRUZ;A367;-6.22805554;-36.02666666;227.49;17/08/10
2022/05/07;0800 UTC;0;1019.7;1019.7;1019.6;;10.1;9.7;10.5;9.8;10.1;9.3;98.0;97.0;98;350.0;0;0;S;RS;JAGUARAO;A836;-32.53472221;-53.37583332;31.48;09/01/07
2021/10/25;1400 UTC;;920.3;920.6;920.3;1394.9;23.2;16.5;23.3;22;17;16.2;72.0;66.0;66;68.0;6.3;3;CO;MT;ALTO TAQUARI;A934;-17.8411111;-53.28944444;862.42;29/01/08
2021/06/19;0900 UTC;;;;;;;;;;;;;;;;;;NE;BA;LUIZ EDUARDO MAGALHAES;A404;-12.1525;-45.82972221;760.68;18/04/02
2021/03/21;0900 UTC;0;1011.6;1011.7;1011.5;36.3;22.3;21.1;22.4;22.2;21.1;20.9;93.0;92.0;93.0;264.0;.8;.3;NE;PE;RECIFE;A301;-8.05916666;-34.95916666;11.3;22/12/04
2022/07/10;0100 UTC;;;;;;;;;;;;;;;;;;S;PR;PLANALTO;A855;-25.72194443;-53.74805555;399.1;07/11/07
2020/04/05;0800 UTC;.2;1007.5;1007.5;1007;;24.2;23.3;24.4;24.1;23.4;23.2;95.0;95.0;95.0;145.0;0;0;N;PA;SALINOPOLIS;A215;-.618884;-47.356596;23.18;14/06/08
2022/09/16;2300 UTC;0;989.5;989.6;988.8;;27.8;;29.5;27.8;;;;;;75.0;2.8;0;NE;MA;ESTREITO;A224;-6.65333333;-47.41833332;182.96;27/02/08
2021/08/31;2100 UTC;0;952.8;952.8;952.4;;23;16.9;24.2;23;17.7;16.8;68.0;67.0;68.0;180.0;10;4.6;NE;PB;CAMPINA GRANDE;A313;-7.225574;-35.904831;546.17;22/12/06
2020/06/16;0900 UTC;;;;;;;;;;;;;;;;;;NE;MA;BALSAS;A204;-7.455609;-46.027546;271.03;26/10/07
2021/06/08;0100 UTC;;983.5;983.6;983.4;;22.1;;22.8;22.1;;;;;;50.0;0;0;NE;AL;PALMEIRA DOS INDIOS;A327;-9.42027777;-36.62027777;278.01;11/07/07
2020/06/12;1200 UTC;0;1013.6;1013.7;1013.4;208.8;20.2;19.9;20.3;19.8;19.9;19.5;98.0;98.0;98.0;178.0;.8;0;S;SC;ITAPOA;A851;-26.081303;-48.641774;6.18;06/06/07
2022/06/09;0700 UTC;;;;;;;;;;;;;;;;;;S;SC;NOVO HORIZONTE;A816;-26.40638888;-52.85027777;943.57;20/09/08
2021/03/27;0200 UTC;0;1004.7;1004.8;1004.6;;23.5;22.8;23.6;23.5;22.8;22.7;96.0;95.0;96.0;16.0;.7;.3;N;PA;CAPITAO POCO;A248;-1.73472221;-47.0575;79.1;18/04/11
2020/11/04;1500 UTC;;;;;;;;;;;;;;;;;;NE;BA;JACOBINA;A440;-11.205;-40.465;440.78;01/05/08
2020/11/03;1800 UTC;0;1016.5;1016.6;1016.5;3185.3;22.5;13.8;24;21.5;15.6;12.5;60.0;56.0;58.0;183.0;8.4;5.6;S;RS;TORRES;A808;-29.35027777;-49.73333333;8.44;01/06/06
2022/04/04;1900 UTC;0;919.2;919.5;919.2;1856.7;30.7;12.2;31.8;30.1;12.4;11.2;33.0;30.0;32.0;182.0;5.3;1.1;CO;GO;POSSE;A017;-14.08916666;-46.36638888;830;18/04/07
2020/06/20;2100 UTC;0;1005.2;1005.2;1004.8;8.3;22.7;16.9;23.6;22.7;17.9;16.8;72.0;66.0;70.0;99.0;6.6;2.1;NE;BA;IPIAU;A445;-14.17138888;-39.69249999;132.11;30/06/09
2022/03/02;0300 UTC;0;938.9;939.1;938.9;;23.4;17.7;24.3;23.4;17.9;17.5;70.0;67.0;70.0;85.0;3.1;1.1;SE;MG;CURVELO;A538;-18.747711;-44.453785;669.48;18/12/06
2022/03/02;1700 UTC;0;953.2;953.6;953.2;693.3;27.4;21.9;27.6;27.3;22.2;21.6;73.0;71.0;72.0;15.0;3.8;0;CO;MS;CAMPO GRANDE;A702;-20.447195;-54.722615;528.47;10/09/01
2022/02/23;1200 UTC;0;1008.1;1008.1;1007.3;893.2;29.5;25.3;29.6;27.6;25.5;24.6;85.0;77.0;78.0;;;;N;PA;BELEM;A201;-1.411228;-48.439512;21.17;20/01/03
2022/08/22;1500 UTC;0;1026.3;1026.6;1026.3;2064.5;15.6;10.3;16.3;14.4;11.4;9.4;74.0;69.0;71.0;145.0;6.1;2.2;S;RS;RIO GRANDE;A802;-32.07888888;-52.16777777;4.92;16/11/01
2022/11/22;0000 UTC;;985.2;985.2;984;;23.1;21.8;24;23.1;21.8;21.4;93.0;86.0;93.0;153.0;5.8;1.6;NE;BA;ITABERABA;A408;-12.52416666;-40.29972221;250.11;29/01/03
2022/08/06;1000 UTC;0;1017.9;1017.9;1017.2;22;18.7;17.3;18.8;18.6;17.3;17;92.0;90.0;92.0;278.0;1.2;0;SE;RJ;RIO DE JANEIRO - JACAREPAGUA;A636;-22.93999999;-43.40277777;20;10/08/17
2020/04/08;2100 UTC;0;993.6;993.6;993.2;18.3;23.9;21;25.1;23.9;21;20.8;84.0;78.0;84.0;137.0;9.3;5.5;SE;ES;NOVA VENECIA;A623;-18.69527777;-40.39055555;156.02;22/06/08
2020/11/04;0800 UTC;0;904.8;904.8;904.6;10;9.9;8.8;10.9;9.8;9.6;8.7;93.0;92.0;93.0;360.0;2.8;0;S;PR;CASTRO;A819;-24.786954;-49.999266;993.6;09/07/06
2022/11/24;1000 UTC;0;1009.3;1009.4;1008.9;62.3;22;19.1;22;21.7;19.1;18.8;84.0;83.0;84.0;290.0;4.7;.3;SE;RJ;SAQUAREMA - SAMPAIO CORREIA;A667;-22.8711111;-42.60888888;26;02/09/15
2020/08/02;0100 UTC;0;946.6;946.6;946.3;;15.1;11.5;15.4;14.9;11.9;11.3;81.0;77.0;79.0;90.0;4.5;2.7;S;RS;SOLEDADE;A837;-28.859211;-52.542387;660.44;01/03/08
2021/06/22;2100 UTC;;;;;;;;;;;;;;;;;;NE;CE;QUIXERAMOBIM;A325;-5.17444443;-39.28944444;221.04;09/07/07
2021/12/14;0800 UTC;;;;;;;;;;;;;;;;;;N;TO;ARAGUAINA;A021;-7.10388888;-48.20111111;230.76;26/01/07
2021/04/27;1800 UTC;;;;;;;;;;;;;;;;;;CO;MT;CARLINDA;A926;-9.97055554;-55.82749999;293.71;09/04/08
2021/05/12;2100 UTC;0;998.5;998.6;998.4;157.1;13.9;5.7;15.6;13.9;6.4;5.7;59.0;52.0;58.0;145.0;0;0;S;RS;SANTANA DO LIVRAMENTO;A804;-30.75055555;-55.40138888;196;22/11/01
2020/07/27;1100 UTC;0;917.3;917.4;916.9;302;16.3;13.6;16.3;15.5;13.8;13.2;87.0;84.0;84.0;119.0;3.7;1.5;SE;MG;CAPELINHA;A541;-17.705504;-42.389256;932.06;31/08/07
2022/06/20;1600 UTC;0;1017.7;1018.7;1017.7;2025.9;19.7;15;19.9;18.7;15.3;14.7;79.0;74.0;74.0;255.0;5.5;3.3;S;SC;ITAJAI;A868;-26.95083333;-48.76194444;9.76;24/06/10
2022/12/08;1600 UTC;;;;;;;;;;;;;;;;;;N;PA;MINA DO PALITO;A246;-6.31999999;-55.78777777;259.88;28/09/10
2022/04/29;1500 UTC;0;1011.9;1012.7;1011.9;1448.3;18.6;11.7;18.6;17.2;11.9;10.6;70.0;63.0;64;83.0;4.7;2.5;S;RS;RIO PARDO;A813;-29.87222221;-52.38194443;106.99;30/09/06
2022/04/02;2200 UTC;0;1002;1002.4;1002;;18.3;13.5;21.1;18.1;13.5;13.1;74.0;61.0;74.0;349.0;0;0;S;RS;QUARAI;A831;-30.368578;-56.437115;113.05;17/10/07
2021/08/31;0600 UTC;;;;;;;;;;;;;;;;;;N;AM;ITACOATIARA;A121;-3.13333333;-58.48277777;41.54;17/04/08
2020/02/23;0200 UTC;0;889.6;889.7;889.4;;16.8;15.1;16.9;16.7;15.4;15.1;91.0;90.0;90.0;141.0;0.0;0.0;SE;MG;BARBACENA;A502;-21.228373;-43.767703;1168.76;05/12/02
2021/11/30;2200 UTC;;;;;;;;;;;;;;;;;;CO;MT;GAUCHA DO NORTE;A930;-13.18472221;-53.2575;375.87;04/06/08
2021/03/22;2100 UTC;0;992.6;992.6;992.1;287.3;25.6;22.5;27.4;25.5;22.8;22.2;84.0;74.0;83.0;331.0;4.2;.1;N;PA;TUCURUI;A229;-3.82277777;-49.67499999;137.94;01/03/08
2021/08/25;0800 UTC;0;934.3;934.3;934.1;;13;11;15.7;12.9;12.1;10.6;88.0;76.0;88.0;198.0;4;.5;SE;SP;SAO MIGUEL ARCANJO;A715;-23.85194444;-48.16472222;675.68;15/08/06
2021/02/11;2000 UTC;0;900.9;901.4;900.9;1407.5;20.9;16.9;21.2;19.1;17.7;16.1;87.0;76.0;78.0;57.0;7.4;3.6;S;RS;CAMBARA DO SUL;A897;-29.04916666;-50.14972221;1017;24/11/16
2022/10/15;1600 UTC;0;979;979.9;979;2177.3;33.5;15.7;34.7;33.3;16.4;15.4;35.0;31.0;34.0;34.0;9.3;3.3;N;TO;PALMAS;A009;-10.14777777;-48.31444444;267;17/12/04
2021/07/10;0400 UTC;0;974.4;974.7;974.3;;17.8;16.4;17.8;17.6;16.4;16;91.0;91.0;91.0;165.0;2;0;NE;BA;AMARGOSA;A434;-13.009468;-39.616881;397.8;11/07/08
2020/09/13;0200 UTC;0;965.5;965.6;965.5;;17.9;17.3;18.4;17.8;17.3;16.3;97.0;88.0;97.0;97.0;4;2;NE;BA;EUCLIDES DA CUNHA;A442;-10.537233;-38.996605;431.96;31/03/08
2021/08/22;1700 UTC;0;908.9;909.9;908.9;2715.9;26.7;5.8;27.4;25.9;7.3;5.2;31.0;25.0;26.0;42.0;8.5;3.7;SE;MG;PATOS DE MINAS;A562;-18.52055554;-46.44055555;950;12/05/17
2022/08/09;0600 UTC;;;;;;;;;;;;;;;;;;CO;MS;JUTI;A749;-22.85722222;-54.60555555;375.18;16/06/08
2020/10/18;0600 UTC;;;;;;;;;;;;;;;;;;CO;MT;APIACAS;A910;-9.56333333;-57.3936111;217.75;24/10/06
2020/11/22;0400 UTC;;;;;;;;;;;;;;;;;;NE;BA;RIBEIRA DO AMPARO;A458;-11.05861111;-38.44416666;182;20/09/18
2021/02/01;1700 UTC;;1007.6;1008.3;1007.6;3072.9;33.1;17.6;35.2;33.1;17.9;16.3;40.0;33.0;40;46.0;9.5;5.6;SE;ES;ALFREDO CHAVES;A615;-20.63638888;-40.74194444;14.19;03/11/06
2022/10/13;0100 UTC;;;;;;;;;;;;;;;;;;NE;BA;SALVADOR (RADIO FAROL);A456;-12.80833333;-38.49583333;31;10/03/18
2021/02/25;0000 UTC;0;953.9;953.9;953;;23.5;20.7;24.7;23.5;20.9;20.2;84.0;77.0;84.0;202.0;.8;0;CO;GO;GOIAS;A014;-15.93972221;-50.14138888;512.86;18/07/07
2022/11/13;0900 UTC;0;989;989;988.5;12.3;23.6;21.9;23.6;23.5;22;21.9;91.0;90.0;90.0;69.0;1.1;.3;NE;MA;CAROLINA;A205;-7.33722221;-47.45972222;182.88;04/12/07
2022/06/11;1100 UTC;0;981.1;981.1;980.1;383;19.3;15.3;19.3;15.9;15.4;14.1;89.0;77.0;77.0;117.0;2.7;.4;N;TO;PARANA;A010;-12.615;-47.87194443;284.96;04/03/05
2021/09/02;1900 UTC;0;929.3;929.8;929.3;1458.4;30.8;4.1;31.1;29.6;5.3;3.7;21.0;18.0;18.0;146.0;5.5;1;CO;GO;MORRINHOS;A003;-17.745066;-49.101698;751.09;25/05/01
2021/05/20;1000 UTC;;;;;;;;;;;;;;;;;;CO;MT;SORRISO;A904;-12.555;-55.72277777;379.31;16/12/02
2021/10/15;1400 UTC;0;949.7;950;949.7;3162.2;28.9;20.1;29.2;27.1;20.3;19;65.0;57.0;59.0;;;;CO;MS;CAMAPUA;S707;-19.58749999;-54.02999999;540;19/02/18
2020/05/04;0900 UTC;;;;;;;;;;;;;;;;;;NE;BA;SANTA RITA DE CASSIA;A415;-11.00277777;-44.52499999;450.01;28/05/07
2021/01/22;0700 UTC;0;969.2;969.4;969.1;;23.4;21;23.4;22.7;21;20.5;87.0;87.0;87.0;101.0;6.8;3.9;SE;SP;VALPARAISO;A734;-21.31916666;-50.93027777;381.9;30/08/07
2022/10/21;1000 UTC;0;898;898;897.1;362.8;21.1;14.4;21.1;17.2;14.5;12;73.0;66.0;66.0;149.0;1.6;.6;CO;DF;AGUAS EMENDADAS;A045;-15.596491;-47.625801;1030.36;03/10/08
2020/12/19;2100 UTC;;;;;;;;;;;;;;;;;;CO;MT;NOVA UBIRATA;A929;-13.41111111;-54.75222222;466.48;13/04/08
2022/01/07;1600 UTC;.4;900.2;901;900.2;1549.1;22.5;19.6;22.5;21;20.1;19.3;91.0;84.0;84;313.0;8.1;5.2;CO;GO;LUZIANIA;A012;-16.26055555;-47.96694443;1000.82;21/10/06
2022/01/06;0200 UTC;.2;905.6;906.2;905.6;;20.4;19.6;20.4;20.3;19.7;19.4;96.0;94.0;96.0;324.0;5.6;2.6;SE;MG;JUIZ DE FORA;A518;-21.769965;-43.364329;936.88;26/05/07
2020/04/02;0100 UTC;0;913.3;913.5;913.3;;20.2;19.8;20.3;20.2;20.3;19.6;100.0;96.0;97.0;55.0;4.7;1.8;S;PR;CURITIBA;A807;-25.448688;-49.230602;922.91;28/01/03
2022/09/06;2000 UTC;0;932.4;933.1;932.4;400;16;13.5;16.3;15.5;13.6;13;87.0;82.0;85.0;219.0;8.4;3.5;SE;SP;AVARE;A725;-23.10166666;-48.9411111;776.36;22/09/06
2022/09/21;1000 UTC;0;965.2;965.2;964.6;609.9;19.5;18.4;19.5;15.3;18.5;14.9;97.0;94.0;94.0;59.0;1.3;.6;NE;BA;JACOBINA;A440;-11.205;-40.465;440.78;01/05/08
2022/05/10;0800 UTC;;;;;;;;;;;;;;;;;;N;AM;BARCELOS;A128;-.98722221;-62.92416666;29.88;19/04/08
2021/02/03;1900 UTC;0;1008.8;1009;1008.6;1281.6;27.7;23.3;28.5;27.5;24;22.7;80.0;73.0;77.0;79.0;7.4;3.7;SE;ES;SAO MATEUS;A616;-18.676198;-39.864051;28.66;25/10/06
2022/04/19;2300 UTC;;;;;;;;;;;;;;;;;;NE;PI;SAO JOAO DO PIAUI;A331;-8.36444444;-42.2525;231;26/08/07
2021/03/20;0300 UTC;0;907.8;908;907.8;;17.5;;18;17.5;;-3.4;;;;76.0;2.4;.2;SE;ES;SANTA TERESA;A613;-19.988388;-40.579572;975.92;09/08/07
2020/05/30;0700 UTC;0;971.3;971.5;971.3;;21.5;19.6;21.6;21.3;19.7;19.3;89.0;88.0;88.0;236.0;0;0;CO;MT;JUINA;A920;-11.375126;-58.774785;365.39;24/11/06
2021/03/07;1800 UTC;;942.7;942.9;942.7;2651.2;32.7;11.2;33.3;32.4;12.5;10;30.0;24.0;27.0;102.0;8.3;3.4;NE;PB;MONTEIRO;A334;-7.89444444;-37.12472221;606.39;22/08/07
2021/07/11;1800 UTC;0;993.4;994.4;993.4;1730.1;27.4;9.2;28.8;26.6;11.2;9.2;35.0;31.0;32.0;194.0;3.6;1.4;SE;MG;GOVERNADOR VALADARES;A532;-18.830354;-41.977007;198.24;27/05/07
2022/01/21;1300 UTC;0;984.1;984.1;983.9;2725.5;30.6;23;30.6;28.6;23.5;22.1;70.0;61.0;64.0;74.0;3;1.2;N;TO;PEIXE;A018;-12.015377;-48.544517;250.87;01/12/06
2022/09/30;1400 UTC;0;1008.8;1009.1;1008.8;2771.3;32;22;32.5;30.7;22.8;21.5;60.0;54.0;56.0;175.0;;;N;AM;AUTAZES;A120;-3.58333333;-59.12944443;19.9;17/04/08
2020/06/12;2100 UTC;0;1011.5;1011.5;1011.4;25.8;23.4;21.3;25.9;23.3;22.4;21.2;88.0;81.0;88;46.0;2;.6;SE;SP;IGUAPE;A712;-24.671654;-47.545896;2.7;20/07/06
2021/11/17;1500 UTC;;;;;;;;;;;;;;;;;;SE;MG;GUARDA-MOR;A546;-17.56138888;-47.19916666;997.01;11/07/07
2020/01/12;1300 UTC;;;;;;;;;;;;;;;;;;S;SC;URUSSANGA;A814;-28.53249999;-49.31527777;40.56;29/05/08
2021/05/04;0700 UTC;;;;;;;;;;;;;;;;;;NE;BA;FORMOSA DO RIO PRETO;A452;-11.05222222;-45.20083333;488;02/06/16
2022/02/21;0100 UTC;0;916.1;916.1;915.9;;20.2;17.1;21.3;20.2;17.5;16.9;85.0;77.0;82.0;131.0;4;0;SE;SP;BRAGANCA PAULISTA;A744;-22.95194444;-46.53055554;891;20/12/17
2020/12/20;1000 UTC;;;;;;;;;;;;;;;;;;SE;SP;ITUVERAVA;A753;-20.35972222;-47.77527777;610.58;17/07/08
2020/10/04;0400 UTC;0;947.9;949.3;947.7;;10.9;9.5;11;10.6;9.6;9.4;92.0;91.0;91.0;96.0;9.9;4.2;S;RS;BENTO GONCALVES;A840;-29.164581;-51.534202;623.27;01/12/06
2020/01/04;1800 UTC;0;964.6;965.5;964.6;353.1;21.9;;22;21.6;;;;;;330.0;4;2;N;TO;CAMPOS LINDOS;A043;-8.15472222;-46.63944444;426.56;29/10/12
2020/11/09;2000 UTC;;;;;;;;;;;;;;;;;;CO;MS;NHUMIRIM;A717;-18.9886111;-56.62277777;102.26;02/08/06
2021/06/30;0700 UTC;;;;;;;;;;;;;;;;;;NE;MA;PREGUICAS;A218;-2.59222221;-42.7075;4.62;22/11/08
2021/04/01;1500 UTC;0;1006.9;1006.9;1006.8;2499.6;21.2;16.3;24.2;21.2;19.1;16.2;77.0;66.0;73.0;140.0;7.5;2.4;S;RS;CAMAQUA;A838;-30.807953;-51.83424;92.3;12/12/06
2021/02/14;0200 UTC;;;;;;;;;;;;;;;;;;CO;GO;GOIANESIA;A022;-15.22027777;-48.98999999;667.01;02/06/07
2020/02/29;2300 UTC;0;985;985;984.6;2.5;23.1;13.5;25.8;23;14.1;12.7;55.0;48.0;55.0;159.0;4.4;2.5;S;RS;SANTA ROSA;A810;-27.890463;-54.480014;272.84;15/11/06
2020/01/14;0300 UTC;0;918.9;919.2;918.9;;22.5;13.4;23;21.4;15.6;13.3;66.0;56.0;56;324.0;2.3;1.3;SE;MG;RIO PARDO DE MINAS;A551;-15.723139;-42.435756;850.06;17/11/07
2020/01/19;0800 UTC;0;986;986.1;986;;23.1;21.1;23.4;23.1;21.4;21.1;89.0;88.0;89.0;251.0;3.4;2.4;S;PR;FOZ DO IGUACU;A846;-25.60194444;-54.48305554;235.09;15/02/08
2021/04/23;0800 UTC;0;903.2;903.3;903;;16.5;11.1;17.6;15.7;11.5;10.8;76.0;65.0;70;278.0;0;0;CO;GO;LUZIANIA;A012;-16.26055555;-47.96694443;1000.82;21/10/06
2021/12/11;1800 UTC;;987;987.7;987;937.3;30.6;22.3;31.2;30.6;23.4;22;64.0;59.0;61.0;108.0;3.8;1.7;NE;MA;BARRA DO CORDA;A221;-5.50666666;-45.23694444;154.19;06/03/08
2022/12/25;1200 UTC;0;993.4;993.5;993.3;2574;28.4;20.5;28.5;25.9;21.7;20;74.0;61.0;62.0;88.0;6;3.3;NE;AL;PIRANHAS;A371;-9.62222221;-37.76722221;187;20/09/17
2020/08/19;2100 UTC;0;859.6;859.8;858.9;7.8;9.1;8.9;10.1;9.1;9.7;8.8;98.0;98.0;98.0;175.0;4.4;2.5;S;SC;SAO JOAQUIM;A815;-28.27564;-49.934617;1400.06;12/04/08
2020/10/24;2300 UTC;;;;;;;;;;;;;;;;;;SE;SP;BARRA DO TURVO;A746;-24.96277777;-48.41638888;659.89;03/07/08
2022/05/24;1600 UTC;0;951.2;952.1;951.1;2603.9;25.2;7.3;25.8;24.2;10.6;6.8;41.0;31.0;32.0;30.0;4.1;2.3;SE;SP;SOROCABA;A713;-23.4261111;-47.58555555;609.33;22/08/06
2022/07/13;2000 UTC;;;;;;;;;;;;;;;;;;NE;RN;APODI;A340;-5.62666666;-37.815;131.41;14/11/07
2022/02/16;0700 UTC;;;;;;;;;;;;;;;;;;CO;MT;PARANATINGA;A915;-14.42138888;-54.0361111;476.91;19/12/06
2022/09/11;1200 UTC;0;1002.4;1002.4;1001.9;2044.4;28.8;20.2;28.8;26.4;21.8;20.2;76.0;60.0;60.0;60.0;8.4;4.4;NE;MA;CHAPADINHA;A206;-3.74277777;-43.35222222;104;17/09/08
2022/01/01;0800 UTC;;;;;;;;;;;;;;;;;;SE;SP;ITAPIRA;A739;-22.415;-46.80527777;634.89;05/11/07
2020/12/06;2100 UTC;;;;;;;;;;;;;;;;;;N;PA;ITAITUBA;A231;-4.27694443;-55.99305555;24.46;17/02/08
2020/12/20;0600 UTC;;;;;;;;;;;;;;;;;;N;PA;PLACAS;A211;-3.86404;-54.216416;100.45;14/02/08
2020/11/28;1700 UTC;0;920.7;921;920.7;2577.9;23.7;;24.5;23.2;;;79.0;64.0;;26.0;7.1;1.8;S;SC;RANCHO QUEIMADO;A870;-27.6786111;-49.04194444;881;31/05/16
2022/08/13;0200 UTC;0;1016.2;1016.4;1016.1;;23.9;22.8;24;23;22.9;22.3;96.0;93.0;93.0;;;;NE;BA;SALVADOR (RADIO FAROL);A456;-12.80833333;-38.49583333;31;10/03/18
2021/10/09;1100 UTC;0;986.8;986.8;986.1;1143.4;28.3;17.6;28.3;26.5;17.8;17.3;58.0;52.0;52.0;94.0;8.3;3.6;NE;PB;SAO GONCALO;A333;-6.835777;-38.311583;237.04;06/11/07
2020/05/11;1700 UTC;;916.6;917.2;916.6;2705;25.1;9.5;25.7;24;10.2;8;40.0;35.0;37;236.0;5.1;1;SE;MG;SACRAMENTO;A525;-19.87527777;-47.43416666;913.12;19/08/06
2021/05/06;0200 UTC;;;;;;;;;;;;;;;;;;CO;MS;PARANAIBA;A710;-19.69555555;-51.18166666;408.06;10/11/06
2020/08/15;0500 UTC;;;;;;;;;;;;;;;;;;SE;ES;PRES. KENNEDY;A622;-21.10083333;-41.03944444;69.12;18/06/08
2021/11/25;2300 UTC;;;;;;;;;;;;;;;;;;NE;MA;GRAJAU;A207;-5.81611111;-46.16222222;232.29;10/09/08
2021/02/01;2200 UTC;0;909.2;909.2;908.6;;23.3;19.2;24.1;23.3;19.5;19.1;78.0;75.0;78.0;302.0;3.8;1.4;S;PR;CURITIBA;A807;-25.4486111;-49.23055554;922.91;28/01/03
2021/10/06;1900 UTC;0;939.5;940.1;939.5;1623.4;33.6;15.5;34.3;32.6;16.4;15.3;38.0;33.0;34.0;96.0;6;2.3;SE;SP;BAURU;A705;-22.358052;-49.028877;636.17;30/08/01
2021/01/25;1000 UTC;;;;;;;;;;;;;;;;;;CO;GO;RIO VERDE;A025;-17.78527777;-50.965;780.11;17/05/07
2022/05/30;1100 UTC;0;927.6;927.6;926.7;449.8;18.1;12.1;18.1;16.1;12.1;11.1;73.0;67.0;68.0;41.0;7.3;4.6;SE;MG;UBERABA;A568;-19.71;-47.96194444;778;19/05/17
2020/10/20;1100 UTC;0;964.1;964.1;963.4;719.3;22.4;19.4;22.6;20.4;19.7;18.7;90.0;82.0;83.0;236.0;7;4.3;CO;MS;AMAMBAI;A750;-23.0025;-55.32944443;433.59;11/06/08
2020/06/11;1600 UTC;;1008.4;1009.4;1008.4;2020.8;29;21.7;29.8;27.6;23.2;21.3;73.0;63.0;65.0;106.0;4;1.7;NE;BA;UNA;A437;-15.28027777;-39.09138888;74.08;25/06/08
2020/12/08;0800 UTC;0;973;973;972.5;;19.1;17.2;19.1;18.2;17.5;17.1;94.0;89.0;89.0;357.0;0;0;CO;MS;ITAQUIRAI;A752;-23.449501;-54.181858;337.82;28/05/08
2022/07/01;0200 UTC;;;;;;;;;;;;;;;;;;NE;AL;PALMEIRA DOS INDIOS;A327;-9.42027777;-36.62027777;278.01;11/07/07
2022/01/27;2300 UTC;.8;926.5;926.5;925.6;;20.2;20.2;20.4;20.1;20.3;20;100.0;100.0;100.0;120.0;2.1;0;NE;BA;LUIZ EDUARDO MAGALHAES;A404;-12.1525;-45.82972221;760.68;18/04/02
2020/09/01;0400 UTC;0;974.6;975;974.6;;22.7;16.6;24.3;22.6;16.6;16.2;69.0;61.0;69.0;132.0;7.9;.3;S;PR;DIAMANTE DO NORTE;A849;-22.639366;-52.890156;368.22;06/03/08
